feature	status	n_isoforms	logFC	logFC_cat	expr	expr_cat
ENSG00000066279	1	3	0.0157897801253611	[ 0.000, 0.297)	1.2248125	[2.77e-01,2.85e+00)
ENSG00000066294	0	8	0	[ 0.000, 0.297)	11.159317	[2.85e+00,1.45e+01)
ENSG00000066322	1	15	0.042658475022157	[ 0.000, 0.297)	71.041947	[1.45e+01,2.43e+04]
ENSG00000066557	1	1	1.70658857011718	[ 1.350, 3.540)	4.6536	[2.85e+00,1.45e+01)
ENSG00000067208	1	9	1.2250733105015	[ 0.297, 1.350)	14.746176	[1.45e+01,2.43e+04]
ENSG00000067334	0	7	0	[ 0.000, 0.297)	30.2470937	[1.45e+01,2.43e+04]
ENSG00000067533	1	2	0.489795045144205	[ 0.297, 1.350)	10.5031755	[2.85e+00,1.45e+01)
ENSG00000067606	1	27	1.71280951202206	[ 1.350, 3.540)	32.9615748	[1.45e+01,2.43e+04]
ENSG00000067704	1	5	0.0376712378692787	[ 0.000, 0.297)	53.6606175	[1.45e+01,2.43e+04]
ENSG00000069248	0	6	0	[ 0.000, 0.297)	14.6008	[1.45e+01,2.43e+04]
ENSG00000069275	1	2	4.13409012432207	[ 3.540,24.063]	42.82719785	[1.45e+01,2.43e+04]
ENSG00000069424	0	20	0	[ 0.000, 0.297)	16.2450695	[1.45e+01,2.43e+04]
ENSG00000069702	1	11	0.0737817918144336	[ 0.000, 0.297)	21.0682285	[1.45e+01,2.43e+04]
ENSG00000069712	0	2	0	[ 0.000, 0.297)	1.4467411065	[2.77e-01,2.85e+00)
ENSG00000069812	1	6	0.262788817786621	[ 0.000, 0.297)	4.2314325	[2.85e+00,1.45e+01)
ENSG00000070759	1	7	2.46003048315341	[ 1.350, 3.540)	17.084815	[1.45e+01,2.43e+04]
ENSG00000070785	0	9	0	[ 0.000, 0.297)	19.15727	[1.45e+01,2.43e+04]
ENSG00000070831	1	6	0.0140054203206256	[ 0.000, 0.297)	201.541216	[1.45e+01,2.43e+04]
ENSG00000070886	0	3	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000072694	1	9	1.25694675958207	[ 0.297, 1.350)	12.2474285521232	[2.85e+00,1.45e+01)
ENSG00000073754	1	2	1.28563583477093	[ 0.297, 1.350)	0.2049415	[0.00e+00,2.77e-01)
ENSG00000073756	0	5	0	[ 0.000, 0.297)	7.0751795	[2.85e+00,1.45e+01)
ENSG00000074800	0	6	0	[ 0.000, 0.297)	398.80864	[1.45e+01,2.43e+04]
ENSG00000074964	1	13	2.62316837806648	[ 1.350, 3.540)	16.70572035	[1.45e+01,2.43e+04]
ENSG00000075151	0	18	0	[ 0.000, 0.297)	28.386979	[1.45e+01,2.43e+04]
ENSG00000075391	0	6	0	[ 0.000, 0.297)	6.050599	[2.85e+00,1.45e+01)
ENSG00000075945	1	7	5.00968034725187	[ 3.540,24.063]	6.37386005	[2.85e+00,1.45e+01)
ENSG00000076258	1	5	3.48402970821784	[ 1.350, 3.540)	2.685095	[2.77e-01,2.85e+00)
ENSG00000076321	1	6	0.0247438600816691	[ 0.000, 0.297)	10.74677555	[2.85e+00,1.45e+01)
ENSG00000076356	1	6	0.143169789339491	[ 0.000, 0.297)	12.387121	[2.85e+00,1.45e+01)
ENSG00000076864	0	14	0	[ 0.000, 0.297)	7.15447580047217	[2.85e+00,1.45e+01)
ENSG00000077152	1	3	1.13501959607408	[ 0.297, 1.350)	17.9008905	[1.45e+01,2.43e+04]
ENSG00000077157	0	18	0	[ 0.000, 0.297)	29.8391562	[1.45e+01,2.43e+04]
ENSG00000077254	1	18	7.02148970267955	[ 3.540,24.063]	14.3554765	[2.85e+00,1.45e+01)
ENSG00000077522	0	7	0	[ 0.000, 0.297)	0.1438869	[0.00e+00,2.77e-01)
ENSG00000077549	0	11	0	[ 0.000, 0.297)	236.554287	[1.45e+01,2.43e+04]
ENSG00000077585	0	5	0	[ 0.000, 0.297)	19.234503	[1.45e+01,2.43e+04]
ENSG00000078369	0	7	0	[ 0.000, 0.297)	170.0033068	[1.45e+01,2.43e+04]
ENSG00000078618	0	15	0	[ 0.000, 0.297)	51.632525	[1.45e+01,2.43e+04]
ENSG00000078808	1	8	0.00421178012450122	[ 0.000, 0.297)	141.170570627765	[1.45e+01,2.43e+04]
ENSG00000078900	0	8	0	[ 0.000, 0.297)	0.2893786	[2.77e-01,2.85e+00)
ENSG00000079277	0	31	0	[ 0.000, 0.297)	41.03646369647	[1.45e+01,2.43e+04]
ENSG00000079335	0	8	0	[ 0.000, 0.297)	7.568756	[2.85e+00,1.45e+01)
ENSG00000079739	0	5	0	[ 0.000, 0.297)	37.0376566	[1.45e+01,2.43e+04]
ENSG00000080910	0	7	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000080947	0	6	0	[ 0.000, 0.297)	2.3921429	[2.77e-01,2.85e+00)
ENSG00000081019	0	3	0	[ 0.000, 0.297)	8.4099472	[2.85e+00,1.45e+01)
ENSG00000081026	0	6	0	[ 0.000, 0.297)	8.584501	[2.85e+00,1.45e+01)
ENSG00000081237	1	18	1.67423554014074	[ 1.350, 3.540)	20.998249248003	[1.45e+01,2.43e+04]
ENSG00000081248	0	2	0	[ 0.000, 0.297)	0.0138998	[0.00e+00,2.77e-01)
ENSG00000081277	1	5	1.29405926161863	[ 0.297, 1.350)	0.50283801268495	[2.77e-01,2.85e+00)
ENSG00000081692	1	5	0.271415257450585	[ 0.000, 0.297)	7.738709	[2.85e+00,1.45e+01)
ENSG00000081721	0	5	0	[ 0.000, 0.297)	13.168815	[2.85e+00,1.45e+01)
ENSG00000081870	1	6	0.236351927838308	[ 0.000, 0.297)	27.9568235	[1.45e+01,2.43e+04]
ENSG00000081985	1	6	5.08781511210711	[ 3.540,24.063]	18.3932066	[1.45e+01,2.43e+04]
ENSG00000082482	0	9	0	[ 0.000, 0.297)	2.230691	[2.77e-01,2.85e+00)
ENSG00000082497	0	4	0	[ 0.000, 0.297)	1.467963572	[2.77e-01,2.85e+00)
ENSG00000082512	0	8	0	[ 0.000, 0.297)	12.17236192	[2.85e+00,1.45e+01)
ENSG00000083444	1	10	0.106871143735278	[ 0.000, 0.297)	33.0619365	[1.45e+01,2.43e+04]
ENSG00000084070	1	5	6.68043537429038	[ 3.540,24.063]	26.321987	[1.45e+01,2.43e+04]
ENSG00000084072	1	15	7.51855925619817	[ 3.540,24.063]	13.62627415	[2.85e+00,1.45e+01)
ENSG00000084073	0	4	0	[ 0.000, 0.297)	34.950879	[1.45e+01,2.43e+04]
ENSG00000084623	0	6	0	[ 0.000, 0.297)	140.373551	[1.45e+01,2.43e+04]
ENSG00000084628	1	7	3.13105461718174	[ 1.350, 3.540)	0.91517635	[2.77e-01,2.85e+00)
ENSG00000084636	1	20	0.15997566847136	[ 0.000, 0.297)	24.9944656	[1.45e+01,2.43e+04]
ENSG00000084652	0	2	0	[ 0.000, 0.297)	20.31576	[1.45e+01,2.43e+04]
ENSG00000085433	0	9	0	[ 0.000, 0.297)	6.251148	[2.85e+00,1.45e+01)
ENSG00000085465	0	4	0	[ 0.000, 0.297)	1.838115	[2.77e-01,2.85e+00)
ENSG00000085491	0	4	0	[ 0.000, 0.297)	31.194668	[1.45e+01,2.43e+04]
ENSG00000085552	0	5	0	[ 0.000, 0.297)	8.2598608	[2.85e+00,1.45e+01)
ENSG00000085831	0	19	0	[ 0.000, 0.297)	18.2382725	[1.45e+01,2.43e+04]
ENSG00000085832	1	10	0.00117628803178891	[ 0.000, 0.297)	25.6491554	[1.45e+01,2.43e+04]
ENSG00000085840	1	3	0.76836003747437	[ 0.297, 1.350)	2.07793	[2.77e-01,2.85e+00)
ENSG00000085998	0	12	0	[ 0.000, 0.297)	21.0474228	[1.45e+01,2.43e+04]
ENSG00000085999	1	12	0.838217655050823	[ 0.297, 1.350)	1.567583167	[2.77e-01,2.85e+00)
ENSG00000086015	0	10	0	[ 0.000, 0.297)	31.092941	[1.45e+01,2.43e+04]
ENSG00000086619	0	4	0	[ 0.000, 0.297)	4.450999	[2.85e+00,1.45e+01)
ENSG00000088035	1	6	0.0296054900765383	[ 0.000, 0.297)	10.410696	[2.85e+00,1.45e+01)
ENSG00000088280	1	11	0.649962315663219	[ 0.297, 1.350)	12.8348863	[2.85e+00,1.45e+01)
ENSG00000090020	1	7	7.19634759339446	[ 3.540,24.063]	11.479879	[2.85e+00,1.45e+01)
ENSG00000090104	1	6	0.16294398418356	[ 0.000, 0.297)	204.546535	[1.45e+01,2.43e+04]
ENSG00000090273	0	4	0	[ 0.000, 0.297)	48.022675	[1.45e+01,2.43e+04]
ENSG00000090432	0	1	0	[ 0.000, 0.297)	17.3669	[1.45e+01,2.43e+04]
ENSG00000090621	0	25	0	[ 0.000, 0.297)	81.8181008	[1.45e+01,2.43e+04]
ENSG00000090686	0	15	0	[ 0.000, 0.297)	28.7157396	[1.45e+01,2.43e+04]
ENSG00000091483	0	3	0	[ 0.000, 0.297)	44.474908	[1.45e+01,2.43e+04]
ENSG00000092607	0	3	0	[ 0.000, 0.297)	0.040485123	[0.00e+00,2.77e-01)
ENSG00000092621	0	7	0	[ 0.000, 0.297)	6.224831	[2.85e+00,1.45e+01)
ENSG00000092847	1	2	0.819305511399379	[ 0.297, 1.350)	6.0144845	[2.85e+00,1.45e+01)
ENSG00000092850	0	3	0	[ 0.000, 0.297)	0.0715008	[0.00e+00,2.77e-01)
ENSG00000092853	0	6	0	[ 0.000, 0.297)	1.79686	[2.77e-01,2.85e+00)
ENSG00000092969	0	4	0	[ 0.000, 0.297)	1.591009	[2.77e-01,2.85e+00)
ENSG00000092978	0	5	0	[ 0.000, 0.297)	5.0777967	[2.85e+00,1.45e+01)
ENSG00000094963	1	8	3.87407747588623	[ 3.540,24.063]	0.7927825	[2.77e-01,2.85e+00)
ENSG00000094975	1	3	0.0331687622656868	[ 0.000, 0.297)	12.7029695	[2.85e+00,1.45e+01)
ENSG00000097021	1	10	0.00329717634623098	[ 0.000, 0.297)	26.356557	[1.45e+01,2.43e+04]
ENSG00000097033	0	4	0	[ 0.000, 0.297)	74.49399	[1.45e+01,2.43e+04]
ENSG00000097046	1	6	0.888937282745287	[ 0.297, 1.350)	2.700108	[2.77e-01,2.85e+00)
ENSG00000097096	1	2	0.833816754888697	[ 0.297, 1.350)	1.0026025	[2.77e-01,2.85e+00)
ENSG00000099260	0	2	0	[ 0.000, 0.297)	11.352685	[2.85e+00,1.45e+01)
ENSG00000107404	1	3	0.0415633206916835	[ 0.000, 0.297)	18.327515	[1.45e+01,2.43e+04]
ENSG00000116128	1	3	0.890982851483823	[ 0.297, 1.350)	2.083672	[2.77e-01,2.85e+00)
ENSG00000116132	1	8	0.237036911973346	[ 0.000, 0.297)	12.815308	[2.85e+00,1.45e+01)
ENSG00000116133	0	4	0	[ 0.000, 0.297)	26.845816	[1.45e+01,2.43e+04]
ENSG00000116138	0	9	0	[ 0.000, 0.297)	7.75635	[2.85e+00,1.45e+01)
ENSG00000116141	0	5	0	[ 0.000, 0.297)	2.202125	[2.77e-01,2.85e+00)
ENSG00000116147	0	3	0	[ 0.000, 0.297)	0.0698325	[0.00e+00,2.77e-01)
ENSG00000116151	0	8	0	[ 0.000, 0.297)	3.9798615	[2.85e+00,1.45e+01)
ENSG00000116157	0	2	0	[ 0.000, 0.297)	6.9784409	[2.85e+00,1.45e+01)
ENSG00000116161	1	9	1.35090559689566	[ 1.350, 3.540)	39.3596685055749	[1.45e+01,2.43e+04]
ENSG00000116171	1	16	2.93170834043504	[ 1.350, 3.540)	113.50409192675	[1.45e+01,2.43e+04]
ENSG00000116183	0	5	0	[ 0.000, 0.297)	0.858173	[2.77e-01,2.85e+00)
ENSG00000116191	0	9	0	[ 0.000, 0.297)	19.115486	[1.45e+01,2.43e+04]
ENSG00000116194	1	3	0.387966528462798	[ 0.297, 1.350)	25.37476	[1.45e+01,2.43e+04]
ENSG00000116198	1	11	2.27799337269861	[ 1.350, 3.540)	47.4742138138269	[1.45e+01,2.43e+04]
ENSG00000116199	1	2	2.51339628090354	[ 1.350, 3.540)	8.1855748	[2.85e+00,1.45e+01)
ENSG00000116205	0	3	0	[ 0.000, 0.297)	4.024555	[2.85e+00,1.45e+01)
ENSG00000116209	0	9	0	[ 0.000, 0.297)	359.433177	[1.45e+01,2.43e+04]
ENSG00000116212	0	5	0	[ 0.000, 0.297)	12.757443	[2.85e+00,1.45e+01)
ENSG00000116213	1	10	5.35561408930638	[ 3.540,24.063]	6.1530325	[2.85e+00,1.45e+01)
ENSG00000116218	0	2	0	[ 0.000, 0.297)	0.0158509	[0.00e+00,2.77e-01)
ENSG00000116221	1	5	8.54595705398601	[ 3.540,24.063]	25.7729805	[1.45e+01,2.43e+04]
ENSG00000116237	0	5	0	[ 0.000, 0.297)	38.3984	[1.45e+01,2.43e+04]
ENSG00000116251	0	8	0	[ 0.000, 0.297)	723.797486	[1.45e+01,2.43e+04]
ENSG00000116254	1	7	1.71857743992777	[ 1.350, 3.540)	1.0494129	[2.77e-01,2.85e+00)
ENSG00000116260	0	4	0	[ 0.000, 0.297)	98.01669	[1.45e+01,2.43e+04]
ENSG00000116266	0	7	0	[ 0.000, 0.297)	44.054356	[1.45e+01,2.43e+04]
ENSG00000116273	0	2	0	[ 0.000, 0.297)	2.59824	[2.77e-01,2.85e+00)
ENSG00000116285	0	5	0	[ 0.000, 0.297)	45.182955	[1.45e+01,2.43e+04]
ENSG00000116288	1	10	10.008877337175	[ 3.540,24.063]	112.170017	[1.45e+01,2.43e+04]
ENSG00000116299	1	15	0.985982036045598	[ 0.297, 1.350)	28.2262345	[1.45e+01,2.43e+04]
ENSG00000116329	0	1	0	[ 0.000, 0.297)	0	[0.00e+00,2.77e-01)
ENSG00000116337	0	26	0	[ 0.000, 0.297)	18.532376	[1.45e+01,2.43e+04]
ENSG00000116350	0	7	0	[ 0.000, 0.297)	53.55428	[1.45e+01,2.43e+04]
ENSG00000116353	0	18	0	[ 0.000, 0.297)	14.2405340026954	[2.85e+00,1.45e+01)
ENSG00000116396	1	7	0.891954888356677	[ 0.297, 1.350)	5.2975584	[2.85e+00,1.45e+01)
ENSG00000116406	1	6	0.00382445232150964	[ 0.000, 0.297)	25.1762907	[1.45e+01,2.43e+04]
ENSG00000116455	1	5	6.49461140386281	[ 3.540,24.063]	1287.4005325	[1.45e+01,2.43e+04]
ENSG00000116459	0	6	0	[ 0.000, 0.297)	280.61075	[1.45e+01,2.43e+04]
ENSG00000116473	0	6	0	[ 0.000, 0.297)	99.04005	[1.45e+01,2.43e+04]
ENSG00000116478	0	11	0	[ 0.000, 0.297)	120.540096	[1.45e+01,2.43e+04]
ENSG00000116489	0	6	0	[ 0.000, 0.297)	106.399431	[1.45e+01,2.43e+04]
ENSG00000116497	0	17	0	[ 0.000, 0.297)	8.412777	[2.85e+00,1.45e+01)
ENSG00000116514	0	3	0	[ 0.000, 0.297)	29.51019	[1.45e+01,2.43e+04]
ENSG00000116521	1	9	0.098157706162189	[ 0.000, 0.297)	16.999658105	[1.45e+01,2.43e+04]
ENSG00000116525	0	4	0	[ 0.000, 0.297)	2.092357	[2.77e-01,2.85e+00)
ENSG00000116539	0	7	0	[ 0.000, 0.297)	13.050497	[2.85e+00,1.45e+01)
ENSG00000116544	0	3	0	[ 0.000, 0.297)	0.330698	[2.77e-01,2.85e+00)
ENSG00000116560	1	10	0.00591266624598617	[ 0.000, 0.297)	132.4723445	[1.45e+01,2.43e+04]
ENSG00000116574	1	3	3.14454654545994	[ 1.350, 3.540)	14.308303	[2.85e+00,1.45e+01)
ENSG00000116580	0	23	0	[ 0.000, 0.297)	14.0856410492	[2.85e+00,1.45e+01)
ENSG00000116584	1	17	7.30208339127518	[ 3.540,24.063]	18.1437305	[1.45e+01,2.43e+04]
ENSG00000116586	0	6	0	[ 0.000, 0.297)	61.296621	[1.45e+01,2.43e+04]
ENSG00000116604	1	10	0.473755622210106	[ 0.297, 1.350)	26.78938	[1.45e+01,2.43e+04]
ENSG00000116641	1	8	2.84755676369436	[ 1.350, 3.540)	6.61548415	[2.85e+00,1.45e+01)
ENSG00000116649	1	6	0.0178748317273203	[ 0.000, 0.297)	42.136509	[1.45e+01,2.43e+04]
ENSG00000116652	0	2	0	[ 0.000, 0.297)	0.266567	[0.00e+00,2.77e-01)
ENSG00000116661	0	5	0	[ 0.000, 0.297)	2.4850122	[2.77e-01,2.85e+00)
ENSG00000116663	0	3	0	[ 0.000, 0.297)	7.92883	[2.85e+00,1.45e+01)
ENSG00000116667	0	4	0	[ 0.000, 0.297)	39.3554849	[1.45e+01,2.43e+04]
ENSG00000116668	0	3	0	[ 0.000, 0.297)	3.78251	[2.85e+00,1.45e+01)
ENSG00000116670	0	9	0	[ 0.000, 0.297)	13.181558	[2.85e+00,1.45e+01)
ENSG00000116675	1	8	1.94157388404525	[ 1.350, 3.540)	4.591025	[2.85e+00,1.45e+01)
